2013-05-24 01:11:48 Client 1132 (a) tClient 	 OnReadyRead 	 Получена команда номер 11
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 unlockWrite 	 --- Снятие блокировки на запись. ---
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на запись логином a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 ==== Блокировка файла на чтение ==== Common/Chrysanthemum.jpg
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на запись логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockWrite 	 --- Блокировка на запись. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Файл Common/Chrysanthemum.jpg добавление в список и блокировка на чтение логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 unlockWrite 	 --- Снятие блокировки на запись. ---
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на запись логином a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 ==== Блокировка файла на чтение ==== objects/Il-2/.IL-2_.info/Lighthouse - копия.jpg
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на запись логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockWrite 	 --- Блокировка на запись. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Файл objects/Il-2/.IL-2_.info/Lighthouse - копия.jpg добавление в список и блокировка на чтение логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 unlockWrite 	 --- Снятие блокировки на запись. ---
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на запись логином a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 ==== Блокировка файла на чтение ==== objects/Il-2/IL-2_l.dds
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на запись логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockWrite 	 --- Блокировка на запись. --- Логин: a
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Файл objects/Il-2/IL-2_l.dds добавление в список и блокировка на чтение логином a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:31 Blocker  tReadWriteMutex 	 unlockWrite 	 --- Снятие блокировки на запись. ---
2013-05-24 21:25:31 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на запись логином a
2013-05-24 21:25:31 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/.IL-2_.info/IL-2.info
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/.IL-2_.info/IL-2.info завершена
2013-05-24 21:25:31 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/.IL-2_.info/Lighthouse.jpg
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/.IL-2_.info/Lighthouse.jpg завершена
2013-05-24 21:25:31 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/.IL-2_.info/IL-2.files
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/.IL-2_.info/IL-2.files завершена
2013-05-24 21:25:31 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/IL-2_mask.dds
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/IL-2_mask.dds завершена
2013-05-24 21:25:31 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:31 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/IL-2_d.dds
2013-05-24 21:25:32 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/IL-2_d.dds завершена
2013-05-24 21:25:32 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:32 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/IL-2_n.dds
2013-05-24 21:25:32 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/IL-2_n.dds завершена
2013-05-24 21:25:32 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:32 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/IL-2_s.dds
2013-05-24 21:25:33 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/IL-2_s.dds завершена
2013-05-24 21:25:33 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:33 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** Common/Chrysanthemum.jpg
2013-05-24 21:25:33 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла Common/Chrysanthemum.jpg завершена
2013-05-24 21:25:33 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:33 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/.IL-2_.info/Lighthouse - копия.jpg
2013-05-24 21:25:33 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/.IL-2_.info/Lighthouse - копия.jpg завершена
2013-05-24 21:25:33 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 1
2013-05-24 21:25:33 (Login: a) tSendStreamFile 	 ExeCommand 	 ****** ОТПРАВКА ФАЙЛА ****** objects/Il-2/IL-2_l.dds
2013-05-24 21:25:34 (Login: a) tSendStreamFile 	 ExeCommand 	 Отправка файла objects/Il-2/IL-2_l.dds завершена
2013-05-24 21:25:34 Client 1152 (a) tClient 	 OnReadyRead 	 Получена команда номер 7
2013-05-24 21:25:34 (Login: a) tCommitTransaction 	 ExeCommand 	 ****** КОММИТ ТРАНЗАКЦИИ ******. Замена и удаление целевых файлов 
2013-05-24 21:25:34 (Login: a) tCommitTransaction 	 ExeCommand 	 Разблокировка от чтения файла 
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/Il-2/.IL-2_.info/IL-2.info
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/Il-2/.IL-2_.info/IL-2.info найден в списке и снята блокировка на чтение логином a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/Il-2/.IL-2_.info/IL-2.info ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/Il-2/.IL-2_.info/Lighthouse.jpg
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/Il-2/.IL-2_.info/Lighthouse.jpg найден в списке и снята блокировка на чтение логином a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/Il-2/.IL-2_.info/Lighthouse.jpg ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/Il-2/.IL-2_.info/IL-2.files
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/Il-2/.IL-2_.info/IL-2.files найден в списке и снята блокировка на чтение логином a
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/Il-2/.IL-2_.info/IL-2.files ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/Il-2/IL-2_mask.dds
2013-05-24 21:25:34 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:25:34 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
