2013-05-24 00:34:16 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	Обновление серверных таблиц по информации с сервера  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Сброс Found серверных моделей. Число моделей 6
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Фугасная авиабомба ФАБ-100
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Кабина танка Т-90
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Танк T-90
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Танк T-34
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Ил-2
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Орудие 30мм
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Удаление ненайденых моделей  
2013-05-24 01:08:57 tDatabaseOp 	SaveServerModelFiles	 Обновление серверных таблиц завершено  
2013-05-24 01:08:57 tClientGuiCommand 	GetListModels	 Запуск. Обращение к серверу для обновления таблицы разрешений на чтение
2013-05-24 01:08:57 tClientGuiCommand 	GuiReportPrepareSendFile	Запрос таблицы разрешений на чтение моделей 
2013-05-24 01:08:57 tConveyor 	OnCommand	Выполнение команды из GUI ReceiveReadPermissions
2013-05-24 01:08:57 tClientGuiCommand 	tGUIReceiveReadPermissions	 Передача команды запроса таблицы разрешений 
2013-05-24 01:08:57 socket 	OnCommand	Получена команда ReceiveReadPermissions
2013-05-24 01:08:57 tStreamReceiveReadPermissions 	ExeCommand	 Команда запроса таблицы разрешений на чтение 
2013-05-24 01:08:57 socket 	ReadReport	Report: 15
2013-05-24 01:08:57 tStreamReportReceiveLoginsTable 	ExeCommand	 Получение списка разрешений на чтение моделей с сервера 
2013-05-24 01:08:57 tConveyor 	OnCommand	Выполнение команды из сокета GUIReportReceiveReadPermissions
2013-05-24 01:08:57 tClientGuiCommand 	tGUIReportReceiveReadPermissions	 Отчет запроса списка разрешений на чтение моделей с сервера
2013-05-24 01:08:57 tDatabaseOp 	UpdateLogins	Обновление таблицы разрешений на чтение моделей  
2013-05-24 01:08:59 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем отсутствие изменений 
2013-05-24 01:08:59 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем локальные изменения 
2013-05-24 01:08:59 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем серверные изменения 
2013-05-24 01:08:59 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем новые на локальном 
2013-05-24 01:08:59 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем новые на сервере 
2013-05-24 01:08:59 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем конфликты 
2013-05-24 01:09:23 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 01:09:23 tConveyor 	OnCommand	Выполнение команды из GUI GetListModels
2013-05-24 01:09:23 tClientGuiCommand 	GetListModels	 Запрос списка моделей с сервера
2013-05-24 01:09:23 socket 	OnCommand	Получена команда GetListModels
2013-05-24 01:09:23 tGetServerListModels 	ExeCommand	 Запрос списка моделей с сервера 
2013-05-24 01:09:23 socket 	ReadReport	Report: 11
2013-05-24 01:09:23 tReportGetListServerModels 	ExeCommand	 Получение списка моделей с сервера 
2013-05-24 01:09:23 tConveyor 	OnCommand	Выполнение команды из сокета ReportGetListServerModels
2013-05-24 01:09:23 tClientGuiCommand 	GetListModels	 Отчет запроса списка моделей с сервера
2013-05-24 01:09:23 tClientGuiCommand 	GetListModels	 Вызов обновления серверных таблиц
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	Обновление серверных таблиц по информации с сервера  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Сброс Found серверных моделей. Число моделей 6
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Фугасная авиабомба ФАБ-100
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Кабина танка Т-90
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Танк T-90
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Танк T-34
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Ил-2
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Орудие 30мм
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Удаление ненайденых моделей  
2013-05-24 01:09:23 tDatabaseOp 	SaveServerModelFiles	 Обновление серверных таблиц завершено  
2013-05-24 01:09:23 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 01:09:26 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем отсутствие изменений 
2013-05-24 01:09:26 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем локальные изменения 
2013-05-24 01:09:26 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем серверные изменения 
2013-05-24 01:09:26 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем новые на локальном 
2013-05-24 01:09:26 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем новые на сервере 
2013-05-24 01:09:26 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем конфликты 
2013-05-24 01:09:29 tClientGuiCommand 	GuiReportPrepareSendFile	 Проход по кнопке мимо всего 
2013-05-24 01:09:39 tConveyor 	Clear	Сброс списка команд транзакции
2013-05-24 01:09:40 tModelsConveyor 	StartSendDeleteFiles	Формирование списка команд транзакции передачи и удаления файлов на сервере
2013-05-24 01:09:40 tConveyor 	SendFile	Подготовка команды отправки файла objects/vhc_t-34/.t-34.info/Lighthouse - копия.jpg
2013-05-24 01:09:40 tConveyor 	AddStartTransaction	Добавление команды начала транзакции (отправка) 
2013-05-24 01:09:40 tConveyor 	AddSendCommand	Добавление команды отправки файлов SendFile Файл objects/vhc_t-34/.t-34.info/Lighthouse - копия.jpg
2013-05-24 01:09:40 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции отправки CommitTransaction
